state,district,month,age_0_5,age_5_17,age_18_plus,total
Maharashtra,Nandurbar,2025-09,0,9567,16814,26381
Maharashtra,Nandurbar,2025-10,0,7259,32144,39403
Maharashtra,Nandurbar,2025-11,0,6007,17710,23717
Maharashtra,Nandurbar,2025-12,0,5110,7769,12879
Maharashtra,Nandurbar,2026-01,0,500,988,1488
Maharashtra,Nandurbar *,2025-05,0,0,269,269
Maharashtra,Nandurbar *,2025-06,0,1,298,299
Maharashtra,Nandurbar *,2025-07,0,8,576,584
Maharashtra,Nandurbar *,2025-08,0,0,324,324
Maharashtra,Nandurbar *,2025-09,0,12,390,402
Maharashtra,Nandurbar *,2025-10,0,3,938,941
Maharashtra,Nandurbar *,2025-11,0,3,650,653
Maharashtra,Nandurbar *,2025-12,0,2,289,291
Maharashtra,Nandurbar *,2026-01,0,0,28,28
Maharashtra,Nashik,2025-03,0,18186,42068,60254
Maharashtra,Nashik,2025-04,0,8919,20335,29254
Maharashtra,Nashik,2025-05,0,22888,51623,74511
Maharashtra,Nashik,2025-06,0,19721,37825,57546
Maharashtra,Nashik,2025-07,0,27990,50269,78259
Maharashtra,Nashik,2025-08,0,15400,31644,47044
Maharashtra,Nashik,2025-09,0,49550,39385,88935
Maharashtra,Nashik,2025-10,0,24625,57974,82599
Maharashtra,Nashik,2025-11,0,27407,69335,96742
Maharashtra,Nashik,2025-12,0,18899,31930,50829
Maharashtra,Nashik,2026-01,0,2745,4712,7457
Maharashtra,Osmanabad,2025-03,0,6268,8393,14661
Maharashtra,Osmanabad,2025-04,0,3862,6549,10411
Maharashtra,Osmanabad,2025-05,0,7198,17380,24578
Maharashtra,Osmanabad,2025-06,0,6795,14797,21592
Maharashtra,Osmanabad,2025-07,0,7435,12784,20219
Maharashtra,Osmanabad,2025-08,0,3207,7018,10225
Maharashtra,Osmanabad,2025-09,0,9488,6635,16123
Maharashtra,Osmanabad,2025-10,0,5212,12226,17438
Maharashtra,Osmanabad,2025-11,0,11098,13880,24978
Maharashtra,Osmanabad,2025-12,0,6797,6918,13715
Maharashtra,Osmanabad,2026-01,0,599,821,1420
Maharashtra,Palghar,2025-03,0,5915,5982,11897
Maharashtra,Palghar,2025-04,0,4546,5374,9920
Maharashtra,Palghar,2025-05,0,9949,11252,21201
Maharashtra,Palghar,2025-06,0,6905,8120,15025
Maharashtra,Palghar,2025-07,0,8523,9661,18184
Maharashtra,Palghar,2025-08,0,5645,6445,12090
Maharashtra,Palghar,2025-09,0,16324,8591,24915
Maharashtra,Palghar,2025-10,0,10831,9591,20422
Maharashtra,Palghar,2025-11,0,15551,11581,27132
Maharashtra,Palghar,2025-12,0,10017,6875,16892
Maharashtra,Palghar,2026-01,0,1695,915,2610
Maharashtra,Parbhani,2025-03,0,11182,12153,23335
Maharashtra,Parbhani,2025-04,0,3739,6028,9767
Maharashtra,Parbhani,2025-05,0,7332,17645,24977
Maharashtra,Parbhani,2025-06,0,6295,12345,18640
Maharashtra,Parbhani,2025-07,0,9417,16810,26227
Maharashtra,Parbhani,2025-08,0,5106,10135,15241
Maharashtra,Parbhani,2025-09,0,17040,9994,27034
Maharashtra,Parbhani,2025-10,0,7556,17533,25089
Maharashtra,Parbhani,2025-11,0,13045,16076,29121
Maharashtra,Parbhani,2025-12,0,5307,7797,13104
Maharashtra,Parbhani,2026-01,0,804,1205,2009
Maharashtra,Pune,2025-03,0,22535,41056,63591
Maharashtra,Pune,2025-04,0,16095,22109,38204
Maharashtra,Pune,2025-05,0,33911,46943,80854
Maharashtra,Pune,2025-06,0,21940,36745,58685
Maharashtra,Pune,2025-07,0,30752,45488,76240
Maharashtra,Pune,2025-08,0,19645,28983,48628
Maharashtra,Pune,2025-09,0,43782,32136,75918
Maharashtra,Pune,2025-10,0,28352,42962,71314
Maharashtra,Pune,2025-11,0,44095,52357,96452
Maharashtra,Pune,2025-12,0,34421,33245,67666
Maharashtra,Pune,2026-01,0,5007,4776,9783
Maharashtra,Raigad,2025-03,0,214,919,1133
Maharashtra,Raigad,2025-04,0,194,692,886
Maharashtra,Raigad,2025-05,0,373,1727,2100
Maharashtra,Raigad,2025-06,0,399,2316,2715
Maharashtra,Raigad,2025-07,0,637,2691,3328
Maharashtra,Raigad,2025-08,0,350,1282,1632
Maharashtra,Raigad,2025-09,0,832,1734,2566
Maharashtra,Raigad,2025-10,0,598,2176,2774
Maharashtra,Raigad,2025-11,0,1282,2611,3893
Maharashtra,Raigad,2025-12,0,713,1544,2257
Maharashtra,Raigad,2026-01,0,111,157,268
Maharashtra,Raigarh,2025-03,0,5293,7347,12640
Maharashtra,Raigarh,2025-04,0,3120,5018,8138
Maharashtra,Raigarh,2025-05,0,7287,11026,18313
Maharashtra,Raigarh,2025-06,0,6465,11430,17895
Maharashtra,Raigarh,2025-07,0,9273,11169,20442
Maharashtra,Raigarh,2025-08,0,3995,6361,10356
Maharashtra,Raigarh,2025-09,0,16045,9424,25469
Maharashtra,Raigarh,2025-10,0,8310,13491,21801
Maharashtra,Raigarh,2025-11,0,16051,16020,32071
Maharashtra,Raigarh,2025-12,0,6721,8683,15404
Maharashtra,Raigarh,2026-01,0,969,1373,2342
Maharashtra,Raigarh(Mh),2025-05,0,3,74,77
Maharashtra,Raigarh(Mh),2025-06,0,4,129,133
Maharashtra,Raigarh(Mh),2025-07,0,6,196,202
Maharashtra,Raigarh(Mh),2025-08,0,6,118,124
Maharashtra,Raigarh(Mh),2025-09,0,8,129,137
Maharashtra,Raigarh(Mh),2025-10,0,4,214,218
Maharashtra,Raigarh(Mh),2025-11,0,13,211,224
Maharashtra,Raigarh(Mh),2025-12,0,2,161,163
Maharashtra,Raigarh(Mh),2026-01,0,2,21,23
Maharashtra,Ratnagiri,2025-03,0,3048,8515,11563
Maharashtra,Ratnagiri,2025-04,0,2012,4471,6483
Maharashtra,Ratnagiri,2025-05,0,4947,9795,14742
Maharashtra,Ratnagiri,2025-06,0,4359,9236,13595
Maharashtra,Ratnagiri,2025-07,0,5183,9985,15168
Maharashtra,Ratnagiri,2025-08,0,2676,4872,7548
Maharashtra,Ratnagiri,2025-09,0,16588,9590,26178
Maharashtra,Ratnagiri,2025-10,0,9979,15056,25035
Maharashtra,Ratnagiri,2025-11,0,10301,19400,29701
Maharashtra,Ratnagiri,2025-12,0,3958,8423,12381
Maharashtra,Ratnagiri,2026-01,0,523,1162,1685
Maharashtra,Sangli,2025-03,0,9058,15915,24973
Maharashtra,Sangli,2025-04,0,3798,7600,11398
Maharashtra,Sangli,2025-05,0,9685,19325,29010
Maharashtra,Sangli,2025-06,0,8170,16535,24705
Maharashtra,Sangli,2025-07,0,8362,13394,21756
Maharashtra,Sangli,2025-08,0,4386,8525,12911
Maharashtra,Sangli,2025-09,0,30078,12537,42615
Maharashtra,Sangli,2025-10,0,9127,16091,25218
Maharashtra,Sangli,2025-11,0,12293,28252,40545
Maharashtra,Sangli,2025-12,0,8877,12849,21726
Maharashtra,Sangli,2026-01,0,1140,1875,3015
Maharashtra,Satara,2025-03,0,7118,12897,20015
Maharashtra,Satara,2025-04,0,5785,7544,13329
Maharashtra,Satara,2025-05,0,9744,14988,24732
Maharashtra,Satara,2025-06,0,8310,14237,22547
Maharashtra,Satara,2025-07,0,10245,13433,23678
Maharashtra,Satara,2025-08,0,5773,9502,15275
Maharashtra,Satara,2025-09,0,37084,11355,48439
Maharashtra,Satara,2025-10,0,12472,15858,28330
Maharashtra,Satara,2025-11,0,13585,19662,33247
Maharashtra,Satara,2025-12,0,8274,11197,19471
Maharashtra,Satara,2026-01,0,1114,1408,2522
Maharashtra,Sindhudurg,2025-03,0,1808,3808,5616
Maharashtra,Sindhudurg,2025-04,0,1035,1872,2907
Maharashtra,Sindhudurg,2025-05,0,1972,3366,5338
Maharashtra,Sindhudurg,2025-06,0,1659,3866,5525
Maharashtra,Sindhudurg,2025-07,0,1273,3005,4278
Maharashtra,Sindhudurg,2025-08,0,633,1721,2354
Maharashtra,Sindhudurg,2025-09,0,5834,3584,9418
Maharashtra,Sindhudurg,2025-10,0,4631,5755,10386
Maharashtra,Sindhudurg,2025-11,0,4489,6244,10733
Maharashtra,Sindhudurg,2025-12,0,2304,3190,5494
Maharashtra,Sindhudurg,2026-01,0,323,472,795
Maharashtra,Solapur,2025-03,0,12613,21196,33809
Maharashtra,Solapur,2025-04,0,6752,13202,19954
Maharashtra,Solapur,2025-05,0,13792,27851,41643
Maharashtra,Solapur,2025-06,0,13077,24130,37207
Maharashtra,Solapur,2025-07,0,15170,23790,38960
Maharashtra,Solapur,2025-08,0,9763,16557,26320
Maharashtra,Solapur,2025-09,0,38982,15408,54390
Maharashtra,Solapur,2025-10,0,15009,20856,35865
Maharashtra,Solapur,2025-11,0,22124,25253,47377
Maharashtra,Solapur,2025-12,0,17344,18187,35531
Maharashtra,Solapur,2026-01,0,2038,2539,4577
Maharashtra,Thane,2025-03,0,10029,30389,40418
Maharashtra,Thane,2025-04,0,13610,30038,43648
Maharashtra,Thane,2025-05,0,26274,56831,83105
Maharashtra,Thane,2025-06,0,13724,39527,53251
Maharashtra,Thane,2025-07,0,19714,51265,70979
Maharashtra,Thane,2025-08,0,11449,30918,42367
Maharashtra,Thane,2025-09,0,32575,41761,74336
Maharashtra,Thane,2025-10,0,26821,51381,78202
Maharashtra,Thane,2025-11,0,38101,68192,106293
Maharashtra,Thane,2025-12,0,21446,40837,62283
Maharashtra,Thane,2026-01,0,3202,5997,9199
Maharashtra,Wardha,2025-03,0,5490,12101,17591
Maharashtra,Wardha,2025-04,0,1743,5340,7083
Maharashtra,Wardha,2025-05,0,4676,14386,19062
Maharashtra,Wardha,2025-06,0,3379,9691,13070
Maharashtra,Wardha,2025-07,0,3338,7775,11113
Maharashtra,Wardha,2025-08,0,2155,5399,7554
Maharashtra,Wardha,2025-09,0,6798,7107,13905
Maharashtra,Wardha,2025-10,0,5189,16752,21941
Maharashtra,Wardha,2025-11,0,8131,19301,27432
Maharashtra,Wardha,2025-12,0,4398,7995,12393
Maharashtra,Wardha,2026-01,0,479,1063,1542
Maharashtra,Washim,2025-03,0,4795,11191,15986
Maharashtra,Washim,2025-04,0,2756,5629,8385
Maharashtra,Washim,2025-05,0,4051,14619,18670
Maharashtra,Washim,2025-06,0,3675,9429,13104
Maharashtra,Washim,2025-07,0,6002,11585,17587
Maharashtra,Washim,2025-08,0,2606,6011,8617
Maharashtra,Washim,2025-09,0,13268,9620,22888
Maharashtra,Washim,2025-10,0,4107,16319,20426
Maharashtra,Washim,2025-11,0,6031,22963,28994
Maharashtra,Washim,2025-12,0,4039,7482,11521
Maharashtra,Washim,2026-01,0,679,1274,1953
Maharashtra,Washim *,2025-05,0,4,129,133
Maharashtra,Washim *,2025-06,0,0,167,167
Maharashtra,Washim *,2025-07,0,0,253,253
Maharashtra,Washim *,2025-08,0,5,163,168
Maharashtra,Washim *,2025-09,0,36,154,190
Maharashtra,Washim *,2025-10,0,6,368,374
Maharashtra,Washim *,2025-11,0,7,623,630
Maharashtra,Washim *,2025-12,0,13,192,205
Maharashtra,Washim *,2026-01,0,0,20,20
Maharashtra,Yavatmal,2025-03,0,9023,25250,34273
Maharashtra,Yavatmal,2025-04,0,5895,16027,21922
Maharashtra,Yavatmal,2025-05,0,9360,31736,41096
Maharashtra,Yavatmal,2025-06,0,7447,23057,30504
Maharashtra,Yavatmal,2025-07,0,11119,22970,34089
Maharashtra,Yavatmal,2025-08,0,5221,14716,19937
Maharashtra,Yavatmal,2025-09,0,24577,27323,51900
Maharashtra,Yavatmal,2025-10,0,10910,45025,55935
Maharashtra,Yavatmal,2025-11,0,14514,53954,68468
Maharashtra,Yavatmal,2025-12,0,8872,20040,28912
Maharashtra,Yavatmal,2026-01,0,857,2637,3494
Rajasthan,Ajmer,2025-03,0,3525,4057,7582
Rajasthan,Ajmer,2025-04,0,4003,5480,9483
Rajasthan,Ajmer,2025-05,0,5024,7775,12799
Rajasthan,Ajmer,2025-06,0,6765,8515,15280
Rajasthan,Ajmer,2025-07,0,10188,9515,19703
Rajasthan,Ajmer,2025-08,0,10604,9706,20310
Rajasthan,Ajmer,2025-09,0,30214,9864,40078
Rajasthan,Ajmer,2025-10,0,10435,11031,21466
Rajasthan,Ajmer,2025-11,0,10697,12694,23391
Rajasthan,Ajmer,2025-12,0,10715,10093,20808
Rajasthan,Ajmer,2026-01,0,1174,1169,2343
Rajasthan,Alwar,2025-03,0,8748,10602,19350
Rajasthan,Alwar,2025-04,0,6311,8513,14824
Rajasthan,Alwar,2025-05,0,7041,10940,17981
Rajasthan,Alwar,2025-06,0,10148,15415,25563
Rajasthan,Alwar,2025-07,0,16591,15664,32255
Rajasthan,Alwar,2025-08,0,14252,14543,28795
Rajasthan,Alwar,2025-09,0,49844,15537,65381
Rajasthan,Alwar,2025-10,0,15887,16513,32400
Rajasthan,Alwar,2025-11,0,16591,15896,32487
Rajasthan,Alwar,2025-12,0,17886,15150,33036
Rajasthan,Alwar,2026-01,0,2243,1997,4240
Rajasthan,Balotra,2025-05,0,0,8,8
Rajasthan,Balotra,2025-06,0,2,8,10
Rajasthan,Balotra,2025-07,0,0,28,28
Rajasthan,Balotra,2025-08,0,4,30,34
Rajasthan,Balotra,2025-09,0,5,40,45
Rajasthan,Balotra,2025-10,0,4,42,46
Rajasthan,Balotra,2025-11,0,12,187,199
Rajasthan,Balotra,2025-12,0,22,310,332
Rajasthan,Banswara,2025-03,0,3148,5719,8867
Rajasthan,Banswara,2025-04,0,1806,3661,5467
Rajasthan,Banswara,2025-05,0,2338,3493,5831
Rajasthan,Banswara,2025-06,0,6639,4075,10714
Rajasthan,Banswara,2025-07,0,9025,4751,13776
Rajasthan,Banswara,2025-08,0,6578,5724,12302
Rajasthan,Banswara,2025-09,0,23734,5900,29634
Rajasthan,Banswara,2025-10,0,5050,7035,12085
Rajasthan,Banswara,2025-11,0,7779,11472,19251
Rajasthan,Banswara,2025-12,0,5266,5924,11190
Rajasthan,Banswara,2026-01,0,527,667,1194
Rajasthan,Baran,2025-03,0,3503,4849,8352
Rajasthan,Baran,2025-04,0,1699,2732,4431
Rajasthan,Baran,2025-05,0,2482,3632,6114
Rajasthan,Baran,2025-06,0,2713,3804,6517
Rajasthan,Baran,2025-07,0,4976,5210,10186
Rajasthan,Baran,2025-08,0,6846,7036,13882
Rajasthan,Baran,2025-09,0,14308,7583,21891
Rajasthan,Baran,2025-10,0,3320,5504,8824
Rajasthan,Baran,2025-11,0,3984,8856,12840
Rajasthan,Baran,2025-12,0,8697,8267,16964
Rajasthan,Baran,2026-01,0,421,814,1235
Rajasthan,Barmer,2025-03,0,6426,7221,13647
Rajasthan,Barmer,2025-04,0,5736,7107,12843
Rajasthan,Barmer,2025-05,0,6728,9130,15858
Rajasthan,Barmer,2025-06,0,14368,9146,23514
Rajasthan,Barmer,2025-07,0,18186,11999,30185
Rajasthan,Barmer,2025-08,0,12214,12034,24248
Rajasthan,Barmer,2025-09,0,45863,12556,58419
Rajasthan,Barmer,2025-10,0,11409,11881,23290
Rajasthan,Barmer,2025-11,0,15118,18821,33939
Rajasthan,Barmer,2025-12,0,14274,13162,27436
Rajasthan,Barmer,2026-01,0,1673,1613,3286
Rajasthan,Beawar,2025-05,0,0,1,1
Rajasthan,Beawar,2025-06,0,3,11,14
Rajasthan,Beawar,2025-07,0,3,21,24
Rajasthan,Beawar,2025-08,0,0,21,21
Rajasthan,Beawar,2025-09,0,1,18,19
Rajasthan,Beawar,2025-10,0,0,26,26
Rajasthan,Beawar,2025-11,0,10,146,156
Rajasthan,Beawar,2025-12,0,16,345,361
Rajasthan,Bharatpur,2025-03,0,3920,5668,9588
Rajasthan,Bharatpur,2025-04,0,3357,5610,8967
Rajasthan,Bharatpur,2025-05,0,4690,7646,12336
Rajasthan,Bharatpur,2025-06,0,7561,8830,16391
Rajasthan,Bharatpur,2025-07,0,14796,10813,25609
Rajasthan,Bharatpur,2025-08,0,14856,10761,25617
Rajasthan,Bharatpur,2025-09,0,27816,10587,38403
Rajasthan,Bharatpur,2025-10,0,8860,10722,19582
Rajasthan,Bharatpur,2025-11,0,11017,11601,22618
Rajasthan,Bharatpur,2025-12,0,9031,9966,18997
Rajasthan,Bharatpur,2026-01,0,901,1034,1935
Rajasthan,Bhilwara,2025-03,0,4151,5081,9232
Rajasthan,Bhilwara,2025-04,0,3155,3973,7128
Rajasthan,Bhilwara,2025-05,0,3970,5356,9326
Rajasthan,Bhilwara,2025-06,0,6077,6177,12254
Rajasthan,Bhilwara,2025-07,0,9810,6779,16589
Rajasthan,Bhilwara,2025-08,0,6977,7524,14501
Rajasthan,Bhilwara,2025-09,0,25074,8398,33472
Rajasthan,Bhilwara,2025-10,0,8617,11720,20337
Rajasthan,Bhilwara,2025-11,0,10153,17870,28023
Rajasthan,Bhilwara,2025-12,0,9224,13083,22307
Rajasthan,Bhilwara,2026-01,0,1283,1732,3015
Rajasthan,Bikaner,2025-03,0,4225,6055,10280
Rajasthan,Bikaner,2025-04,0,4819,7905,12724
Rajasthan,Bikaner,2025-05,0,4073,8862,12935
Rajasthan,Bikaner,2025-06,0,4712,8958,13670
Rajasthan,Bikaner,2025-07,0,8356,10970,19326
Rajasthan,Bikaner,2025-08,0,7451,10706,18157
Rajasthan,Bikaner,2025-09,0,24573,12157,36730
Rajasthan,Bikaner,2025-10,0,6758,9621,16379
Rajasthan,Bikaner,2025-11,0,9092,12429,21521
Rajasthan,Bikaner,2025-12,0,10137,11865,22002
Rajasthan,Bikaner,2026-01,0,971,1463,2434
Rajasthan,Bundi,2025-03,0,2173,3203,5376
Rajasthan,Bundi,2025-04,0,1278,1990,3268
Rajasthan,Bundi,2025-05,0,2413,3783,6196
Rajasthan,Bundi,2025-06,0,3246,3359,6605
Rajasthan,Bundi,2025-07,0,4977,4384,9361
Rajasthan,Bundi,2025-08,0,5438,4558,9996
Rajasthan,Bundi,2025-09,0,10994,4909,15903
Rajasthan,Bundi,2025-10,0,2997,4321,7318
Rajasthan,Bundi,2025-11,0,4054,6563,10617
Rajasthan,Bundi,2025-12,0,4576,5688,10264
Rajasthan,Bundi,2026-01,0,507,659,1166
Rajasthan,Chittaurgarh,2025-03,0,11,75,86
Rajasthan,Chittaurgarh,2025-04,0,24,98,122
Rajasthan,Chittaurgarh,2025-05,0,40,239,279
Rajasthan,Chittaurgarh,2025-06,0,41,408,449
Rajasthan,Chittaurgarh,2025-07,0,100,450,550
Rajasthan,Chittaurgarh,2025-08,0,120,532,652
Rajasthan,Chittaurgarh,2025-09,0,355,506,861
Rajasthan,Chittaurgarh,2025-10,0,131,541,672
Rajasthan,Chittaurgarh,2025-11,0,145,611,756
Rajasthan,Chittaurgarh,2025-12,0,118,556,674
Rajasthan,Chittaurgarh,2026-01,0,11,50,61
Rajasthan,Chittorgarh,2025-03,0,2026,2429,4455
Rajasthan,Chittorgarh,2025-04,0,1576,2016,3592
Rajasthan,Chittorgarh,2025-05,0,2533,3121,5654
Rajasthan,Chittorgarh,2025-06,0,4634,4810,9444
Rajasthan,Chittorgarh,2025-07,0,5835,4608,10443
Rajasthan,Chittorgarh,2025-08,0,4414,4462,8876
Rajasthan,Chittorgarh,2025-09,0,12753,5030,17783
Rajasthan,Chittorgarh,2025-10,0,3301,4508,7809
Rajasthan,Chittorgarh,2025-11,0,4621,5344,9965
Rajasthan,Chittorgarh,2025-12,0,3823,4254,8077
Rajasthan,Chittorgarh,2026-01,0,455,501,956
Rajasthan,Churu,2025-03,0,4738,6633,11371
Rajasthan,Churu,2025-04,0,4115,6530,10645
Rajasthan,Churu,2025-05,0,4751,8912,13663
Rajasthan,Churu,2025-06,0,7518,9557,17075
Rajasthan,Churu,2025-07,0,7993,9153,17146
Rajasthan,Churu,2025-08,0,7086,9576,16662
Rajasthan,Churu,2025-09,0,25452,10514,35966
Rajasthan,Churu,2025-10,0,7088,9880,16968
Rajasthan,Churu,2025-11,0,8674,11170,19844
Rajasthan,Churu,2025-12,0,10527,11369,21896
Rajasthan,Churu,2026-01,0,1101,1264,2365
Rajasthan,Dausa,2025-03,0,4417,6406,10823
Rajasthan,Dausa,2025-04,0,3294,4771,8065
Rajasthan,Dausa,2025-05,0,2841,4609,7450
Rajasthan,Dausa,2025-06,0,5145,6877,12022
Rajasthan,Dausa,2025-07,0,6616,7592,14208
Rajasthan,Dausa,2025-08,0,6099,8080,14179
Rajasthan,Dausa,2025-09,0,24188,7573,31761
Rajasthan,Dausa,2025-10,0,5904,7936,13840
Rajasthan,Dausa,2025-11,0,7717,10318,18035
Rajasthan,Dausa,2025-12,0,6695,7500,14195
Rajasthan,Dausa,2026-01,0,820,962,1782
Rajasthan,Deeg,2025-05,0,0,17,17
Rajasthan,Deeg,2025-06,0,9,35,44
Rajasthan,Deeg,2025-07,0,4,63,67
Rajasthan,Deeg,2025-08,0,23,158,181
Rajasthan,Deeg,2025-09,0,26,299,325
Rajasthan,Deeg,2025-10,0,17,355,372
Rajasthan,Deeg,2025-11,0,34,369,403
Rajasthan,Deeg,2025-12,0,32,397,429
Rajasthan,Deeg,2026-01,0,1,5,6
Rajasthan,Dhaulpur,2025-05,0,1,17,18
Rajasthan,Dhaulpur,2025-06,0,8,72,80
Rajasthan,Dhaulpur,2025-07,0,39,91,130
Rajasthan,Dhaulpur,2025-08,0,33,116,149
Rajasthan,Dhaulpur,2025-09,0,74,116,190
Rajasthan,Dhaulpur,2025-10,0,33,109,142
Rajasthan,Dhaulpur,2025-11,0,16,103,119
Rajasthan,Dhaulpur,2025-12,0,23,104,127
Rajasthan,Dhaulpur,2026-01,0,1,6,7
Rajasthan,Dholpur,2025-03,0,2182,2593,4775
Rajasthan,Dholpur,2025-04,0,2419,2813,5232
Rajasthan,Dholpur,2025-05,0,3329,3109,6438
Rajasthan,Dholpur,2025-06,0,4118,3390,7508
Rajasthan,Dholpur,2025-07,0,7460,3976,11436
Rajasthan,Dholpur,2025-08,0,6734,4558,11292
Rajasthan,Dholpur,2025-09,0,20057,4233,24290
Rajasthan,Dholpur,2025-10,0,5260,4373,9633
Rajasthan,Dholpur,2025-11,0,6016,4927,10943
Rajasthan,Dholpur,2025-12,0,4764,4775,9539
Rajasthan,Dholpur,2026-01,0,485,554,1039
Rajasthan,Didwana-Kuchaman,2025-05,0,1,1,2
Rajasthan,Didwana-Kuchaman,2025-06,0,1,14,15
Rajasthan,Didwana-Kuchaman,2025-07,0,7,16,23
Rajasthan,Didwana-Kuchaman,2025-08,0,1,28,29
Rajasthan,Didwana-Kuchaman,2025-09,0,1,34,35
Rajasthan,Didwana-Kuchaman,2025-10,0,9,43,52
Rajasthan,Didwana-Kuchaman,2025-11,0,21,199,220
Rajasthan,Didwana-Kuchaman,2025-12,0,29,436,465
Rajasthan,Didwana-Kuchaman,2026-01,0,0,3,3
Rajasthan,Dungarpur,2025-03,0,3315,4827,8142
Rajasthan,Dungarpur,2025-04,0,2869,3984,6853
Rajasthan,Dungarpur,2025-05,0,2481,3566,6047
Rajasthan,Dungarpur,2025-06,0,4948,4071,9019
Rajasthan,Dungarpur,2025-07,0,8622,4266,12888
Rajasthan,Dungarpur,2025-08,0,6060,5083,11143
Rajasthan,Dungarpur,2025-09,0,21569,5144,26713
Rajasthan,Dungarpur,2025-10,0,5846,6591,12437
Rajasthan,Dungarpur,2025-11,0,9862,10563,20425
Rajasthan,Dungarpur,2025-12,0,6828,5675,12503
Rajasthan,Dungarpur,2026-01,0,496,684,1180
Rajasthan,Ganganagar,2025-03,0,2705,5497,8202
Rajasthan,Ganganagar,2025-04,0,2922,5710,8632
Rajasthan,Ganganagar,2025-05,0,3376,7740,11116
Rajasthan,Ganganagar,2025-06,0,4741,7881,12622
Rajasthan,Ganganagar,2025-07,0,5830,9082,14912
Rajasthan,Ganganagar,2025-08,0,4875,8445,13320
Rajasthan,Ganganagar,2025-09,0,16866,8506,25372
Rajasthan,Ganganagar,2025-10,0,5207,8086,13293
Rajasthan,Ganganagar,2025-11,0,5958,9966,15924
Rajasthan,Ganganagar,2025-12,0,7180,8880,16060
Rajasthan,Ganganagar,2026-01,0,748,1187,1935
Rajasthan,Hanumangarh,2025-03,0,3644,6697,10341
Rajasthan,Hanumangarh,2025-04,0,3310,6235,9545
Rajasthan,Hanumangarh,2025-05,0,2572,6088,8660
Rajasthan,Hanumangarh,2025-06,0,3062,6296,9358
Rajasthan,Hanumangarh,2025-07,0,6084,7798,13882
Rajasthan,Hanumangarh,2025-08,0,5397,8317,13714
Rajasthan,Hanumangarh,2025-09,0,14119,7620,21739
Rajasthan,Hanumangarh,2025-10,0,4517,6484,11001
Rajasthan,Hanumangarh,2025-11,0,4860,9194,14054
Rajasthan,Hanumangarh,2025-12,0,7199,9057,16256
Rajasthan,Hanumangarh,2026-01,0,747,1176,1923
Rajasthan,Jaipur,2025-03,0,10732,18028,28760
Rajasthan,Jaipur,2025-04,0,12533,22127,34660
Rajasthan,Jaipur,2025-05,0,14660,28837,43497
Rajasthan,Jaipur,2025-06,0,13100,25615,38715
Rajasthan,Jaipur,2025-07,0,17639,27459,45098
Rajasthan,Jaipur,2025-08,0,19387,29918,49305
Rajasthan,Jaipur,2025-09,0,47804,30797,78601
Rajasthan,Jaipur,2025-10,0,16594,27515,44109
Rajasthan,Jaipur,2025-11,0,23906,37145,61051
Rajasthan,Jaipur,2025-12,0,22313,27252,49565
Rajasthan,Jaipur,2026-01,0,3413,3664,7077
Rajasthan,Jaisalmer,2025-03,0,2266,2544,4810
Rajasthan,Jaisalmer,2025-04,0,1463,2094,3557
Rajasthan,Jaisalmer,2025-05,0,1550,2646,4196
Rajasthan,Jaisalmer,2025-06,0,3380,2591,5971
Rajasthan,Jaisalmer,2025-07,0,4434,2840,7274
Rajasthan,Jaisalmer,2025-08,0,2712,2696,5408
Rajasthan,Jaisalmer,2025-09,0,9429,3198,12627
Rajasthan,Jaisalmer,2025-10,0,2501,3090,5591
Rajasthan,Jaisalmer,2025-11,0,2706,4126,6832
Rajasthan,Jaisalmer,2025-12,0,3560,2715,6275
Rajasthan,Jaisalmer,2026-01,0,532,413,945
Rajasthan,Jalor,2025-03,0,2934,4683,7617
Rajasthan,Jalor,2025-04,0,2786,5071,7857
Rajasthan,Jalor,2025-05,0,3210,5653,8863
Rajasthan,Jalor,2025-06,0,5135,6584,11719
Rajasthan,Jalor,2025-07,0,6372,6209,12581
Rajasthan,Jalor,2025-08,0,6231,5591,11822
Rajasthan,Jalor,2025-09,0,23827,8297,32124
Rajasthan,Jalor,2025-10,0,5834,7152,12986
Rajasthan,Jalor,2025-11,0,8017,9436,17453
Rajasthan,Jalor,2025-12,0,8324,8846,17170
Rajasthan,Jalor,2026-01,0,1004,1121,2125
Rajasthan,Jalore,2025-05,0,1,12,13
Rajasthan,Jalore,2025-06,0,6,33,39
Rajasthan,Jalore,2025-07,0,10,42,52
Rajasthan,Jalore,2025-08,0,7,59,66
Rajasthan,Jalore,2025-09,0,4,60,64
Rajasthan,Jalore,2025-10,0,16,221,237
Rajasthan,Jalore,2025-11,0,14,383,397
Rajasthan,Jalore,2025-12,0,26,511,537
Rajasthan,Jalore,2026-01,0,0,1,1
Rajasthan,Jhalawar,2025-03,0,2488,3465,5953
Rajasthan,Jhalawar,2025-04,0,1954,2792,4746
Rajasthan,Jhalawar,2025-05,0,2092,3956,6048
Rajasthan,Jhalawar,2025-06,0,2718,4206,6924
Rajasthan,Jhalawar,2025-07,0,5093,5076,10169
Rajasthan,Jhalawar,2025-08,0,3463,4962,8425
Rajasthan,Jhalawar,2025-09,0,22268,6157,28425
Rajasthan,Jhalawar,2025-10,0,4052,5844,9896
Rajasthan,Jhalawar,2025-11,0,5785,9850,15635
Rajasthan,Jhalawar,2025-12,0,4767,6881,11648
Rajasthan,Jhalawar,2026-01,0,500,738,1238
